lap,tyre_age,compound_encoded,track_temperature,laps_total,track,lap_time
53,3,1,38,66,Barcelona,90.819
54,16,0,35,66,Barcelona,88.916
55,1,0,42,66,Barcelona,90.575
56,19,1,41,66,Barcelona,90.482
57,15,1,39,66,Barcelona,89.673
58,16,0,30,66,Barcelona,90.104
59,12,1,31,66,Barcelona,91.964
60,14,1,44,66,Barcelona,89.737
61,16,0,43,66,Barcelona,92.02
62,16,2,38,66,Barcelona,90.413
63,7,2,36,66,Barcelona,89.727
64,11,1,36,66,Barcelona,91.005
65,19,0,35,66,Barcelona,91.153
1,14,1,34,66,Barcelona,94.684
2,11,0,30,66,Barcelona,89.46
3,13,0,35,66,Barcelona,88.709
4,18,1,38,66,Barcelona,88.499
5,15,0,44,66,Barcelona,88.999
6,7,2,38,66,Barcelona,88.984
7,8,2,33,66,Barcelona,89.508
8,19,2,37,66,Barcelona,89.083
9,13,0,30,66,Barcelona,89.517
10,6,2,38,66,Barcelona,89.63
11,3,1,40,66,Barcelona,89.147
12,3,1,41,66,Barcelona,89.414
13,2,0,43,66,Barcelona,89.267
14,15,1,36,66,Barcelona,93.231
15,19,1,42,66,Barcelona,107.922
16,8,2,30,66,Barcelona,88.392
17,2,2,38,66,Barcelona,88.276
18,6,2,43,66,Barcelona,88.537
19,18,2,44,66,Barcelona,88.389
20,1,1,32,66,Barcelona,88.55
21,4,0,39,66,Barcelona,88.613
22,9,1,42,66,Barcelona,88.189
23,8,1,41,66,Barcelona,88.803
24,7,0,44,66,Barcelona,88.563
25,11,1,34,66,Barcelona,88.699
26,16,2,41,66,Barcelona,88.576
27,12,1,40,66,Barcelona,88.508
28,7,0,39,66,Barcelona,89.057
29,9,0,32,66,Barcelona,88.695
30,7,0,42,66,Barcelona,88.692
31,19,0,33,66,Barcelona,89.25
32,13,2,32,66,Barcelona,88.803
33,1,1,30,66,Barcelona,89.322
34,7,0,37,66,Barcelona,92.22
35,2,1,36,66,Barcelona,106.198
36,10,2,42,66,Barcelona,86.395
37,14,1,34,66,Barcelona,87.343
38,1,2,31,66,Barcelona,87.335
39,14,2,41,66,Barcelona,87.314
40,19,2,41,66,Barcelona,87.449
41,1,2,42,66,Barcelona,88.315
42,9,1,30,66,Barcelona,87.646
43,3,1,44,66,Barcelona,88.174
44,15,2,39,66,Barcelona,87.999
45,4,2,39,66,Barcelona,88.259
46,8,0,40,66,Barcelona,88.512
47,12,2,39,66,Barcelona,88.374
48,15,2,32,66,Barcelona,88.364
49,17,2,39,66,Barcelona,88.448
50,10,0,35,66,Barcelona,88.275
51,2,2,31,66,Barcelona,88.13
52,8,2,30,66,Barcelona,88.684
53,2,0,42,66,Barcelona,89.717
54,6,2,34,66,Barcelona,87.948
55,12,2,42,66,Barcelona,87.842
56,6,0,33,66,Barcelona,87.657
57,8,0,34,66,Barcelona,88.149
58,7,1,39,66,Barcelona,90.459
59,1,1,31,66,Barcelona,88.471
60,3,1,42,66,Barcelona,88.522
61,19,2,30,66,Barcelona,88.748
62,3,1,32,66,Barcelona,89.055
63,8,0,40,66,Barcelona,88.844
64,11,1,36,66,Barcelona,89.289
65,6,1,33,66,Barcelona,89.97
66,8,0,31,66,Barcelona,90.378
1,14,0,33,66,Barcelona,95.429
2,8,1,36,66,Barcelona,89.663
3,12,2,35,66,Barcelona,89.28
4,2,0,42,66,Barcelona,89.651
5,13,0,40,66,Barcelona,90.979
6,17,2,32,66,Barcelona,89.981
7,14,1,39,66,Barcelona,90.399
8,4,0,37,66,Barcelona,90.159
9,9,1,42,66,Barcelona,91.767
10,11,1,41,66,Barcelona,91.519
11,9,2,41,66,Barcelona,95.648
12,17,0,35,66,Barcelona,107.813
13,5,1,30,66,Barcelona,89.034
14,9,1,40,66,Barcelona,89.366
15,4,1,42,66,Barcelona,89.387
16,18,0,44,66,Barcelona,89.861
17,7,2,33,66,Barcelona,89.864
18,16,0,31,66,Barcelona,90.118
19,17,0,35,66,Barcelona,91.258
20,15,0,39,66,Barcelona,90.123
21,10,1,42,66,Barcelona,90.173
22,9,0,39,66,Barcelona,90.139
23,16,1,35,66,Barcelona,90.16
24,18,2,40,66,Barcelona,89.992
25,2,1,35,66,Barcelona,90.297
26,18,1,40,66,Barcelona,90.299
27,1,2,34,66,Barcelona,90.188
28,12,2,43,66,Barcelona,90.606
29,8,1,43,66,Barcelona,90.702
30,2,1,35,66,Barcelona,90.342
31,1,1,32,66,Barcelona,94.152
32,16,2,44,66,Barcelona,107.364
33,6,1,36,66,Barcelona,88.741
34,2,0,37,66,Barcelona,88.271
35,13,1,41,66,Barcelona,88.397
36,9,2,36,66,Barcelona,88.475
37,4,1,30,66,Barcelona,88.418
38,7,1,30,66,Barcelona,88.575
39,13,1,35,66,Barcelona,88.594
40,18,1,42,66,Barcelona,88.871
41,14,1,38,66,Barcelona,89.17
42,15,0,34,66,Barcelona,88.95
43,11,0,41,66,Barcelona,89.014
44,11,0,39,66,Barcelona,89.384
45,14,1,42,66,Barcelona,89.152
46,5,1,43,66,Barcelona,89.303
47,15,1,39,66,Barcelona,89.148
48,14,1,41,66,Barcelona,92.494
49,3,2,38,66,Barcelona,107.158
50,17,0,33,66,Barcelona,87.636
51,8,2,34,66,Barcelona,87.36
52,8,1,32,66,Barcelona,87.388
53,3,1,41,66,Barcelona,87.376
54,3,0,43,66,Barcelona,87.285
55,13,1,32,66,Barcelona,88.545
56,6,2,32,66,Barcelona,89.196
57,10,0,44,66,Barcelona,89.49
58,2,0,41,66,Barcelona,88.071
59,7,1,31,66,Barcelona,87.956
60,2,1,42,66,Barcelona,88.076
61,15,1,34,66,Barcelona,88.175
62,18,1,33,66,Barcelona,88.526
63,11,0,43,66,Barcelona,89.164
64,16,0,32,66,Barcelona,89.12
65,7,1,39,66,Barcelona,88.96
1,1,2,32,66,Barcelona,95.905
2,8,1,41,66,Barcelona,89.962
3,14,1,40,66,Barcelona,89.434
4,5,1,43,66,Barcelona,89.087
5,6,2,30,66,Barcelona,88.992
6,2,1,33,66,Barcelona,88.76
7,6,1,44,66,Barcelona,89.725
8,13,1,33,66,Barcelona,89.294
9,8,0,31,66,Barcelona,89.822
10,19,0,30,66,Barcelona,89.671
11,9,2,44,66,Barcelona,89.666
12,8,1,32,66,Barcelona,89.693
13,12,2,32,66,Barcelona,93.395
14,3,2,44,66,Barcelona,106.958
15,2,2,39,66,Barcelona,88.845
16,14,0,34,66,Barcelona,89.026
17,14,1,31,66,Barcelona,88.689
18,19,2,30,66,Barcelona,88.997
19,13,0,31,66,Barcelona,88.888
20,1,2,36,66,Barcelona,89.122
21,10,1,36,66,Barcelona,89.237
22,7,2,44,66,Barcelona,89.169
23,9,1,36,66,Barcelona,89.515
24,10,1,43,66,Barcelona,90.197
25,5,0,31,66,Barcelona,89.551
26,7,2,30,66,Barcelona,89.641
27,10,0,39,66,Barcelona,89.504
28,11,1,44,66,Barcelona,89.942
29,1,0,30,66,Barcelona,89.786
30,18,2,37,66,Barcelona,89.672
31,19,2,40,66,Barcelona,91.062
32,2,2,38,66,Barcelona,89.863
33,17,2,44,66,Barcelona,89.663
34,1,0,31,66,Barcelona,89.418
35,19,2,35,66,Barcelona,93.452
36,4,0,33,66,Barcelona,106.285
37,1,1,36,66,Barcelona,87.027
38,19,1,44,66,Barcelona,87.438
39,19,0,33,66,Barcelona,87.481
40,2,2,34,66,Barcelona,87.301
41,10,1,38,66,Barcelona,87.642
42,11,1,34,66,Barcelona,87.49
43,5,2,41,66,Barcelona,87.719
44,17,2,43,66,Barcelona,87.789
45,7,2,37,66,Barcelona,88.247
46,1,2,36,66,Barcelona,88.233
47,12,2,43,66,Barcelona,89.064
48,15,1,39,66,Barcelona,88.091
49,4,2,37,66,Barcelona,87.841
50,5,0,34,66,Barcelona,88.147
51,7,0,39,66,Barcelona,88.627
52,19,1,38,66,Barcelona,92.228
53,3,1,38,66,Barcelona,104.279
54,1,1,44,66,Barcelona,85.935
55,12,2,39,66,Barcelona,86.174
56,18,1,39,66,Barcelona,86.219
57,17,0,44,66,Barcelona,86.456
58,12,1,40,66,Barcelona,87.126
59,14,2,30,66,Barcelona,86.364
60,13,2,44,66,Barcelona,87.207
61,9,1,36,66,Barcelona,87.211
62,17,1,40,66,Barcelona,87.104
63,18,2,37,66,Barcelona,87.644
64,1,1,39,66,Barcelona,87.829
65,12,2,30,66,Barcelona,87.852
66,2,1,40,66,Barcelona,88.219
1,18,2,41,66,Barcelona,96.471
2,14,1,39,66,Barcelona,90.317
3,6,1,35,66,Barcelona,89.87
4,4,1,31,66,Barcelona,89.647
5,10,1,37,66,Barcelona,89.915
6,16,0,41,66,Barcelona,89.796
7,8,0,44,66,Barcelona,90.165
8,14,1,43,66,Barcelona,89.859
9,2,1,44,66,Barcelona,89.795
10,19,1,39,66,Barcelona,89.857
11,15,1,35,66,Barcelona,90.049
12,13,2,36,66,Barcelona,92.651
13,17,1,31,66,Barcelona,107.09
14,19,2,33,66,Barcelona,90.999
15,10,2,35,66,Barcelona,89.179
16,19,0,37,66,Barcelona,89.313
17,11,2,40,66,Barcelona,89.496
18,15,2,41,66,Barcelona,89.216
19,3,1,42,66,Barcelona,89.621
20,14,0,43,66,Barcelona,89.942
21,19,2,35,66,Barcelona,90.024
22,16,1,44,66,Barcelona,88.88
23,18,2,42,66,Barcelona,89.509
24,13,0,33,66,Barcelona,89.298
25,17,0,36,66,Barcelona,89.186
26,2,0,35,66,Barcelona,89.555
27,16,1,34,66,Barcelona,89.201
28,13,0,31,66,Barcelona,89.681
29,8,1,42,66,Barcelona,89.371
30,10,0,41,66,Barcelona,89.6
31,15,1,38,66,Barcelona,89.122
32,16,0,33,66,Barcelona,89.309
33,14,2,40,66,Barcelona,92.718
34,2,1,37,66,Barcelona,109.283
35,2,1,40,66,Barcelona,88.724
36,1,2,36,66,Barcelona,88.221
37,8,0,38,66,Barcelona,87.683
38,11,1,32,66,Barcelona,88.069
39,14,1,42,66,Barcelona,87.116
40,16,0,32,66,Barcelona,87.28
41,5,1,44,66,Barcelona,87.573
42,14,0,41,66,Barcelona,87.813
43,11,1,38,66,Barcelona,87.975
44,1,2,34,66,Barcelona,87.777
45,13,1,34,66,Barcelona,87.858
46,3,2,43,66,Barcelona,88.437
47,12,1,39,66,Barcelona,88.114
48,9,1,36,66,Barcelona,88.617
49,12,2,36,66,Barcelona,89.543
50,6,2,35,66,Barcelona,88.469
51,18,1,44,66,Barcelona,91.363
52,9,0,39,66,Barcelona,104.828
53,8,2,35,66,Barcelona,85.619
54,7,2,40,66,Barcelona,85.859
55,8,1,42,66,Barcelona,85.87
56,2,0,34,66,Barcelona,86.164
57,16,0,38,66,Barcelona,85.906
58,10,0,36,66,Barcelona,86.746
59,12,2,33,66,Barcelona,87.704
60,13,2,38,66,Barcelona,87.663
61,14,2,33,66,Barcelona,88.045
62,11,0,38,66,Barcelona,87.581
63,3,2,37,66,Barcelona,87.64
64,5,1,33,66,Barcelona,87.917
65,2,2,44,66,Barcelona,88.372
66,10,1,35,66,Barcelona,89.179
1,11,0,39,66,Barcelona,97.032
2,9,2,32,66,Barcelona,90.603
3,7,0,30,66,Barcelona,89.864
4,9,1,43,66,Barcelona,89.457
5,10,1,39,66,Barcelona,90.038
6,7,2,40,66,Barcelona,90.018
7,12,2,34,66,Barcelona,90.32
8,2,1,30,66,Barcelona,90.237
9,6,0,31,66,Barcelona,90.644
10,14,2,37,66,Barcelona,90.872
11,18,2,31,66,Barcelona,93.713
12,12,1,40,66,Barcelona,108.5
13,16,2,36,66,Barcelona,88.956
14,3,0,34,66,Barcelona,88.671
15,14,0,40,66,Barcelona,89.201
16,2,1,30,66,Barcelona,89.23
17,14,0,42,66,Barcelona,89.295
18,12,1,43,66,Barcelona,89.249
19,10,0,43,66,Barcelona,89.691
20,15,2,40,66,Barcelona,89.43
21,17,1,40,66,Barcelona,89.778
22,19,0,41,66,Barcelona,89.485
23,17,1,41,66,Barcelona,89.96
24,19,2,33,66,Barcelona,89.536
25,16,0,36,66,Barcelona,89.884
26,17,2,42,66,Barcelona,90.021
27,6,0,38,66,Barcelona,89.746
28,5,1,35,66,Barcelona,89.653
29,10,2,34,66,Barcelona,89.742
30,19,2,43,66,Barcelona,89.796
31,3,1,41,66,Barcelona,89.48
32,17,0,40,66,Barcelona,93.438
33,12,1,43,66,Barcelona,107.423
34,18,2,31,66,Barcelona,89.888
35,11,0,43,66,Barcelona,88.625
36,6,2,41,66,Barcelona,88.304
37,10,2,44,66,Barcelona,88.036
38,11,0,34,66,Barcelona,88.142
39,17,1,33,66,Barcelona,88.255
40,7,1,40,66,Barcelona,88.531
41,7,1,31,66,Barcelona,88.571
42,16,2,40,66,Barcelona,88.416
43,14,1,39,66,Barcelona,88.513
44,1,1,31,66,Barcelona,88.316
45,5,1,39,66,Barcelona,88.34
46,9,0,32,66,Barcelona,88.019
47,9,0,33,66,Barcelona,87.877
48,19,2,34,66,Barcelona,88.182
49,16,1,34,66,Barcelona,88.441
50,14,2,36,66,Barcelona,88.615
51,16,1,36,66,Barcelona,88.793
52,17,1,44,66,Barcelona,92.915
53,18,1,40,66,Barcelona,105.466
54,3,1,30,66,Barcelona,87.131
55,15,1,44,66,Barcelona,87.474
56,15,2,38,66,Barcelona,87.078
57,8,1,32,66,Barcelona,86.859
58,3,1,37,66,Barcelona,86.974
59,5,0,33,66,Barcelona,86.828
60,17,0,41,66,Barcelona,87.151
61,3,2,43,66,Barcelona,87.334
62,9,2,43,66,Barcelona,87.784
63,2,1,42,66,Barcelona,87.159
64,19,0,32,66,Barcelona,87.826
65,14,0,33,66,Barcelona,88.314
1,10,0,38,66,Barcelona,97.54
2,18,1,31,66,Barcelona,90.898
3,2,2,33,66,Barcelona,89.831
4,18,0,35,66,Barcelona,89.589
5,12,2,37,66,Barcelona,89.981
6,13,2,41,66,Barcelona,89.945
7,11,1,30,66,Barcelona,91.338
8,19,1,32,66,Barcelona,90.773
9,4,0,35,66,Barcelona,91.738
10,10,2,42,66,Barcelona,95.542
11,10,0,30,66,Barcelona,106.89
12,19,1,43,66,Barcelona,89.513
13,1,2,40,66,Barcelona,90.112
14,16,1,42,66,Barcelona,89.332
15,17,1,37,66,Barcelona,89.404
16,4,2,44,66,Barcelona,89.868
17,11,2,33,66,Barcelona,89.961
18,10,2,39,66,Barcelona,90.089
19,11,2,31,66,Barcelona,90.447
20,13,2,33,66,Barcelona,90.364
21,10,2,40,66,Barcelona,90.531
22,19,0,36,66,Barcelona,91.754
23,13,1,31,66,Barcelona,90.36
24,16,1,39,66,Barcelona,90.532
25,18,1,32,66,Barcelona,90.252
26,17,1,42,66,Barcelona,90.82
27,1,0,38,66,Barcelona,91.82
28,19,1,40,66,Barcelona,90.191
29,1,2,38,66,Barcelona,94.406
30,7,0,32,66,Barcelona,112.145
31,16,0,36,66,Barcelona,88.16
32,10,1,32,66,Barcelona,88.005
33,10,1,33,66,Barcelona,88.19
34,3,1,37,66,Barcelona,88.216
35,7,2,32,66,Barcelona,88.136
36,13,0,30,66,Barcelona,88.448
37,14,0,34,66,Barcelona,88.327
38,11,1,31,66,Barcelona,88.808
39,16,0,41,66,Barcelona,88.632
40,5,2,32,66,Barcelona,88.617
41,9,0,30,66,Barcelona,90.683
42,12,0,32,66,Barcelona,88.748
43,14,2,44,66,Barcelona,88.986
44,8,0,43,66,Barcelona,88.985
45,4,0,41,66,Barcelona,90.422
46,17,0,30,66,Barcelona,93.241
47,16,0,31,66,Barcelona,106.282
48,3,1,30,66,Barcelona,87.003
49,16,1,40,66,Barcelona,87.243
50,15,2,38,66,Barcelona,87.025
51,1,2,32,66,Barcelona,86.987
52,19,1,43,66,Barcelona,86.998
53,11,1,30,66,Barcelona,87.009
54,6,1,34,66,Barcelona,87.275
55,14,0,37,66,Barcelona,89.596
56,5,0,30,66,Barcelona,89.681
57,13,1,41,66,Barcelona,88.002
58,7,2,33,66,Barcelona,87.911
59,16,1,42,66,Barcelona,88.154
60,12,1,37,66,Barcelona,88.3
61,12,1,40,66,Barcelona,88.145
62,1,2,35,66,Barcelona,88.352
63,6,0,32,66,Barcelona,88.873
64,8,2,35,66,Barcelona,89.664
65,16,1,40,66,Barcelona,88.352
1,8,0,40,66,Barcelona,97.914
2,19,2,39,66,Barcelona,90.959
3,19,0,33,66,Barcelona,90.09
4,6,0,40,66,Barcelona,89.876
5,12,2,36,66,Barcelona,90.074
6,18,2,40,66,Barcelona,90.45
7,14,1,40,66,Barcelona,91.635
8,17,0,43,66,Barcelona,90.72
9,3,1,42,66,Barcelona,91.1
10,7,1,42,66,Barcelona,91.398
11,19,1,39,66,Barcelona,90.561
12,17,2,33,66,Barcelona,90.542
13,10,2,30,66,Barcelona,90.444
14,6,0,31,66,Barcelona,90.653
15,2,1,34,66,Barcelona,90.948
16,1,1,42,66,Barcelona,90.37
17,14,2,41,66,Barcelona,91.784
18,9,0,44,66,Barcelona,91.338
19,8,2,40,66,Barcelona,90.47
20,1,0,37,66,Barcelona,90.645
21,4,1,36,66,Barcelona,94.637
22,13,2,44,66,Barcelona,107.632
23,8,0,43,66,Barcelona,89.014
24,14,1,32,66,Barcelona,88.814
25,13,0,34,66,Barcelona,88.8
26,14,0,30,66,Barcelona,89.347
27,4,1,32,66,Barcelona,90.684
28,12,2,35,66,Barcelona,89.055
29,8,0,43,66,Barcelona,90.368
30,13,2,39,66,Barcelona,89.393
31,11,1,34,66,Barcelona,88.715
32,14,0,30,66,Barcelona,88.556
33,2,1,30,66,Barcelona,88.729
34,11,2,44,66,Barcelona,88.676
35,11,2,31,66,Barcelona,88.624
36,14,2,42,66,Barcelona,89.603
37,10,1,33,66,Barcelona,88.58
38,17,0,34,66,Barcelona,88.876
39,5,0,43,66,Barcelona,89.96
40,13,2,42,66,Barcelona,89.423
41,3,0,32,66,Barcelona,89.357
42,1,0,35,66,Barcelona,93.219
43,15,1,40,66,Barcelona,107.252
44,12,2,37,66,Barcelona,87.857
45,14,1,41,66,Barcelona,88.152
46,11,2,43,66,Barcelona,88.283
47,9,0,43,66,Barcelona,88.027
48,18,2,43,66,Barcelona,88.012
49,3,2,37,66,Barcelona,88.126
50,7,1,38,66,Barcelona,89.925
51,12,1,40,66,Barcelona,90.404
52,8,2,36,66,Barcelona,88.248
53,7,2,40,66,Barcelona,89.008
54,15,1,39,66,Barcelona,88.35
55,15,1,32,66,Barcelona,88.187
56,16,2,38,66,Barcelona,88.392
57,18,1,34,66,Barcelona,88.67
58,7,0,43,66,Barcelona,89.301
59,17,1,37,66,Barcelona,87.629
60,1,1,32,66,Barcelona,89.599
61,14,1,41,66,Barcelona,88.249
62,8,1,36,66,Barcelona,88.376
63,19,0,42,66,Barcelona,88.465
64,10,2,34,66,Barcelona,88.353
65,3,1,40,66,Barcelona,88.2
1,16,0,42,66,Barcelona,98.434
2,8,2,42,66,Barcelona,91.063
3,5,0,33,66,Barcelona,90.49
4,13,1,41,66,Barcelona,89.978
5,2,0,32,66,Barcelona,91.223
6,18,1,43,66,Barcelona,91.457
7,3,1,32,66,Barcelona,91.49
8,5,2,39,66,Barcelona,90.867
9,5,1,43,66,Barcelona,91.22
10,10,1,35,66,Barcelona,91.32
11,4,2,36,66,Barcelona,90.851
12,14,0,35,66,Barcelona,90.736
13,19,0,38,66,Barcelona,90.433
14,2,0,36,66,Barcelona,94.527
15,18,1,31,66,Barcelona,109.072
16,11,2,37,66,Barcelona,88.761
17,11,1,38,66,Barcelona,88.888
18,4,1,31,66,Barcelona,88.532
19,2,2,37,66,Barcelona,89.025
20,16,0,39,66,Barcelona,89.374
21,7,1,41,66,Barcelona,89.964
22,18,1,32,66,Barcelona,90.203
23,19,2,43,66,Barcelona,89.298
24,3,2,38,66,Barcelona,89.992
25,19,1,42,66,Barcelona,89.957
26,9,1,31,66,Barcelona,90.687
27,17,0,31,66,Barcelona,105.403
28,11,0,39,66,Barcelona,110.401
29,10,1,41,66,Barcelona,89.823
30,2,2,35,66,Barcelona,88.99
31,16,2,43,66,Barcelona,88.943
32,1,1,32,66,Barcelona,89.034
33,19,1,34,66,Barcelona,88.746
34,13,0,43,66,Barcelona,88.744
35,14,1,41,66,Barcelona,90.825
36,12,0,41,66,Barcelona,88.816
37,7,2,42,66,Barcelona,88.436
38,10,1,40,66,Barcelona,88.865
39,1,1,41,66,Barcelona,89.218
40,9,1,44,66,Barcelona,89.108
41,19,0,40,66,Barcelona,88.85
42,17,0,40,66,Barcelona,90.363
43,15,1,31,66,Barcelona,90.323
44,3,1,37,66,Barcelona,92.587
45,2,1,30,66,Barcelona,89.851
46,10,0,35,66,Barcelona,93.415
47,14,0,36,66,Barcelona,107.64
48,14,0,34,66,Barcelona,87.376
49,7,1,44,66,Barcelona,89.066
50,9,2,34,66,Barcelona,88.026
51,11,1,44,66,Barcelona,87.943
52,3,1,41,66,Barcelona,89.291
53,6,1,33,66,Barcelona,86.916
54,10,0,34,66,Barcelona,86.876
55,1,2,35,66,Barcelona,87.677
56,4,2,36,66,Barcelona,88.016
57,19,0,39,66,Barcelona,87.733
58,10,0,32,66,Barcelona,88.243
59,3,1,31,66,Barcelona,88.217
60,19,1,35,66,Barcelona,88.025
61,7,1,41,66,Barcelona,88.153
62,18,1,36,66,Barcelona,88.487
63,15,1,41,66,Barcelona,88.624
64,18,1,35,66,Barcelona,88.064
65,8,0,38,66,Barcelona,89.85
1,10,1,41,66,Barcelona,99.123
2,10,2,40,66,Barcelona,90.932
3,9,2,39,66,Barcelona,90.573
4,14,2,33,66,Barcelona,89.627
5,16,0,30,66,Barcelona,89.174
6,19,1,37,66,Barcelona,90.389
7,15,2,41,66,Barcelona,89.656
8,11,2,41,66,Barcelona,90.653
9,9,0,37,66,Barcelona,89.669
10,12,2,38,66,Barcelona,94.566
11,6,2,44,66,Barcelona,107.116
12,1,1,42,66,Barcelona,88.932
13,17,0,37,66,Barcelona,89.343
14,2,1,32,66,Barcelona,89.992
15,1,2,44,66,Barcelona,89.508
16,10,2,35,66,Barcelona,89.74
17,6,2,35,66,Barcelona,89.62
18,7,1,37,66,Barcelona,89.783
19,9,2,31,66,Barcelona,89.681
20,3,1,40,66,Barcelona,89.82
21,6,2,37,66,Barcelona,89.888
22,18,0,31,66,Barcelona,89.737
23,1,0,34,66,Barcelona,89.763
24,14,1,33,66,Barcelona,89.738
25,4,0,37,66,Barcelona,89.732
26,12,1,31,66,Barcelona,90.135
27,4,0,39,66,Barcelona,89.815
28,14,2,32,66,Barcelona,89.914
29,11,0,33,66,Barcelona,89.714
30,1,1,30,66,Barcelona,89.996
31,12,1,37,66,Barcelona,93.694
32,19,2,42,66,Barcelona,105.671
33,4,2,38,66,Barcelona,87.707
34,7,2,35,66,Barcelona,87.898
35,17,2,33,66,Barcelona,88.735
36,9,1,37,66,Barcelona,88.382
37,11,2,42,66,Barcelona,88.053
38,13,1,30,66,Barcelona,88.089
39,3,0,39,66,Barcelona,88.234
40,14,0,34,66,Barcelona,88.445
41,18,0,44,66,Barcelona,88.339
42,10,0,32,66,Barcelona,88.995
43,17,0,33,66,Barcelona,87.271
44,3,1,36,66,Barcelona,87.764
45,2,0,31,66,Barcelona,87.693
46,17,1,39,66,Barcelona,87.715
47,14,0,31,66,Barcelona,87.855
48,1,2,32,66,Barcelona,87.849
49,18,0,42,66,Barcelona,88.119
50,18,0,30,66,Barcelona,88.296
51,14,1,38,66,Barcelona,88.039
52,15,0,37,66,Barcelona,88.164
53,1,0,41,66,Barcelona,91.991
54,16,0,33,66,Barcelona,108.172
55,4,2,42,66,Barcelona,86.819
56,19,2,30,66,Barcelona,86.599
57,12,2,32,66,Barcelona,86.792
58,3,1,42,66,Barcelona,86.789
59,8,1,37,66,Barcelona,86.611
60,1,1,33,66,Barcelona,86.926
61,6,1,37,66,Barcelona,87.384
62,13,1,30,66,Barcelona,87.719
63,4,1,36,66,Barcelona,87.421
64,19,1,31,66,Barcelona,88.493
65,1,0,44,66,Barcelona,88.27
1,2,0,33,66,Barcelona,99.503
2,17,0,40,66,Barcelona,91.252
3,14,1,38,66,Barcelona,91.561
4,6,0,42,66,Barcelona,90.224
5,15,0,35,66,Barcelona,90.495
6,11,2,35,66,Barcelona,91.25
7,17,2,44,66,Barcelona,91.389
8,18,2,40,66,Barcelona,91.244
9,13,1,32,66,Barcelona,91.741
10,14,0,36,66,Barcelona,91.667
11,11,2,33,66,Barcelona,94.915
12,5,1,44,66,Barcelona,108.446
13,11,1,43,66,Barcelona,89.34
14,9,1,35,66,Barcelona,89.639
15,8,0,30,66,Barcelona,90.237
16,9,1,30,66,Barcelona,91.254
17,16,2,37,66,Barcelona,91.213
18,10,1,42,66,Barcelona,91.167
19,15,0,32,66,Barcelona,91.396
20,15,1,36,66,Barcelona,91.912
21,12,0,36,66,Barcelona,92.144
22,7,0,39,66,Barcelona,92.098
23,2,0,32,66,Barcelona,91.525
24,16,1,43,66,Barcelona,91.595
25,10,0,44,66,Barcelona,95.378
26,19,1,38,66,Barcelona,108.293
27,2,2,35,66,Barcelona,89.46
28,1,1,41,66,Barcelona,89.605
29,18,0,31,66,Barcelona,89.801
30,14,2,39,66,Barcelona,89.939
31,3,2,33,66,Barcelona,90.928
32,4,2,31,66,Barcelona,90.177
33,8,0,32,66,Barcelona,91.53
34,14,1,35,66,Barcelona,90.018
35,18,1,35,66,Barcelona,89.893
36,5,2,39,66,Barcelona,89.988
37,19,1,32,66,Barcelona,91.314
38,16,0,43,66,Barcelona,90.364
39,11,1,44,66,Barcelona,90.624
40,2,2,39,66,Barcelona,93.007
41,4,0,39,66,Barcelona,90.916
42,14,0,43,66,Barcelona,91.363
43,6,1,34,66,Barcelona,91.617
44,3,0,32,66,Barcelona,90.755
45,3,1,37,66,Barcelona,94.44
46,14,2,43,66,Barcelona,109.747
47,17,0,37,66,Barcelona,88.903
48,4,1,34,66,Barcelona,89.331
49,1,1,38,66,Barcelona,89.333
50,4,1,38,66,Barcelona,89.544
51,11,2,37,66,Barcelona,89.287
52,15,2,42,66,Barcelona,90.629
53,7,1,41,66,Barcelona,89.561
54,2,0,33,66,Barcelona,94.61
55,17,0,39,66,Barcelona,109.761
56,8,0,41,66,Barcelona,88.281
57,17,2,37,66,Barcelona,88.493
58,3,0,32,66,Barcelona,88.79
59,1,1,44,66,Barcelona,88.712
60,1,0,30,66,Barcelona,90.057
61,17,1,30,66,Barcelona,89.229
62,19,1,44,66,Barcelona,90.496
63,7,1,34,66,Barcelona,89.829
64,18,1,32,66,Barcelona,89.593
1,6,1,37,66,Barcelona,99.84
2,13,2,31,66,Barcelona,91.212
3,12,2,39,66,Barcelona,90.169
4,18,1,39,66,Barcelona,89.824
5,8,0,34,66,Barcelona,90.451
6,16,1,35,66,Barcelona,90.711
7,15,1,41,66,Barcelona,90.865
8,11,1,36,66,Barcelona,90.614
9,3,1,41,66,Barcelona,90.975
10,7,0,34,66,Barcelona,94.924
11,1,1,44,66,Barcelona,107.447
12,3,0,39,66,Barcelona,88.415
13,19,2,41,66,Barcelona,89.842
14,5,1,34,66,Barcelona,89.488
15,18,2,34,66,Barcelona,89.12
16,16,1,35,66,Barcelona,89.711
17,13,1,33,66,Barcelona,89.587
18,16,0,32,66,Barcelona,89.745
19,8,0,40,66,Barcelona,90.566
20,1,1,44,66,Barcelona,90.247
21,14,0,43,66,Barcelona,90.375
22,5,1,31,66,Barcelona,90.033
23,6,0,37,66,Barcelona,90.005
24,6,2,32,66,Barcelona,89.869
25,16,0,44,66,Barcelona,90.114
26,12,1,41,66,Barcelona,90.163
27,16,1,37,66,Barcelona,89.942
28,9,2,33,66,Barcelona,111.317
1,3,2,36,66,Barcelona,100.512
2,19,1,31,66,Barcelona,91.197
3,16,0,39,66,Barcelona,91.102
4,14,2,34,66,Barcelona,90.425
5,7,2,40,66,Barcelona,90.854
